1,799890.0000,9267065.0000,0.0000,
2,801025.0000,9263457.0000,0.0000,
3,799616.0000,9262268.0000,0.0000,
4,790996.0000,9258201.0001,0.0000,
5,787314.0000,9256017.0001,0.0000,
6,787275.0000,9255980.0001,0.0000,
7,784586.0000,9254398.0001,0.0000,
8,784543.0000,9254332.0001,0.0000,
9,784515.0000,9254342.0001,0.0000,
10,786992.0000,9253551.0001,0.0000,
11,784218.0000,9252578.0001,0.0000,
12,783350.0000,9252119.0001,0.0000,
13,780160.0000,9249424.0001,0.0000,
14,791010.0000,9258203.0001,0.0000,
15,784472.0000,9254335.0001,0.0000,
16,780166.0000,9249444.0001,0.0000,
17,798737.0000,9273492.0000,0.0000,
18,798658.0000,9273557.0000,0.0000,
19,798418.0000,9273466.0000,0.0000,
20,798541.0070,9272828.0360,0.0000,
21,798821.0000,9273102.0000,0.0000,
22,798330.0000,9268919.0000,0.0000,
23,799118.5520,9267240.9780,0.0000,
24,799448.0000,9267107.0000,0.0000,
25,799651.0000,9267033.0000,0.0000,
26,799659.0000,9267121.0000,0.0000,
27,799893.0000,9267067.0000,0.0000,
28,800023.0000,9266889.0000,0.0000,
29,799886.0000,9267415.0000,0.0000,
30,799756.0000,9267875.0000,0.0000,
31,800307.0000,9268637.0000,0.0000,
32,796622.0000,9272983.0000,0.0000,
33,796567.0000,9272796.0000,0.0000,
34,796246.0000,9272389.0000,0.0000,
35,796484.0000,9272340.0000,0.0000,
36,799894.0670,9271748.2640,0.0000,
37,800135.4110,9271642.6540,0.0000,
38,800024.2570,9271024.2200,0.0000,
39,799945.3490,9271015.5660,0.0000,
40,799884.6380,9270979.9470,0.0000,
41,799772.9810,9270980.2360,0.0000,
42,799640.0760,9270943.3940,0.0000,
43,799205.0520,9271037.9840,0.0000,
44,799639.6590,9270559.6140,0.0000,
45,799681.8530,9270525.5900,0.0000,
46,799559.4530,9270397.2940,0.0000,
47,802036.1000,9271573.4310,0.0000,
48,801979.3770,9271551.7780,0.0000,
49,801892.2080,9271598.5620,0.0000,
50,802215.0290,9270759.4090,0.0000,
51,802193.6820,9270783.2400,0.0000,
52,802082.6050,9270762.9640,0.0000,
53,802040.5680,9270757.9520,0.0000,
54,802078.9040,9269403.9100,0.0000,
55,802059.3310,9269407.3730,0.0000,
56,802051.2730,9269444.2810,0.0000,
57,801950.9970,9269454.9830,0.0000,
58,801617.5490,9269251.8110,0.0000,
59,801614.6500,9269214.6770,0.0000,
60,801608.9480,9269177.6790,0.0000,
61,801711.0360,9269180.1970,0.0000,
62,801634.4150,9268934.2280,0.0000,
63,801787.3640,9268953.4330,0.0000,
64,801222.3490,9264190.6150,0.0000,
65,801191.0090,9263641.8040,0.0000,
66,801182.1940,9263579.1870,0.0000,
67,801158.2260,9263506.8650,0.0000,
68,801024.8790,9263622.0770,0.0000,
69,801023.5450,9263464.0090,0.0000,
70,801150.2790,9263300.3310,0.0000,
71,800251.8260,9262856.2370,0.0000,
72,800146.1330,9262841.5690,0.0000,
73,801947.0000,9271539.0000,0.0000,
74,799641.0000,9270946.0000,0.0000,
75,800133.0000,9271645.0000,0.0000,
76,802196.0000,9270789.0000,0.0000,
77,798737.0000,9273484.0000,0.0000,
78,796256.0000,9272408.0000,0.0000,
79,801950.0000,9269451.0000,0.0000,
80,800072.0000,9267771.0000,0.0000,
