1,0.0000,1356.4416
2,8.6489,1357.9059
3,11.6826,1358.2504
4,12.8386,1358.3817
5,16.9872,1358.1077
6,19.0290,1358.0717
7,28.9321,1357.8971
8,36.5960,1356.4250
9,40.4534,1355.6840
10,63.0346,1350.0000
11,80.0984,1343.3077
12,87.8075,1340.0000
13,92.9356,1337.5166
14,106.6510,1330.0000
15,115.5001,1325.9055
16,118.1865,1324.2557
17,125.1164,1320.0000
18,127.8314,1318.3646
19,139.4499,1311.3663
20,141.7514,1310.0000
21,143.5848,1308.9695
22,145.7029,1307.6448
23,157.9269,1300.0000
24,159.7824,1298.7993
25,165.0920,1295.3633
26,172.8788,1290.0491
27,172.9507,1290.0000
28,186.7912,1281.7407
29,186.9397,1281.6521
30,189.8770,1280.0000
31,193.9376,1277.6253
32,208.8641,1270.0000
33,222.4238,1264.0481
34,224.3385,1263.3002
35,232.7870,1260.0000
36,234.9371,1259.6338
37,235.4819,1259.5409
38,244.6367,1257.9814
39,255.5253,1257.1160
40,255.7717,1257.0964
41,256.6328,1257.0280
42,258.5589,1257.0174
43,265.2894,1256.9805
44,286.3766,1256.5681
45,286.5928,1256.5638
46,287.0609,1256.5547
47,293.4226,1256.8267
48,293.4714,1256.8287
49,293.6123,1256.8348
50,300.7922,1257.6492
51,321.5161,1260.0000
52,332.9907,1262.0825
53,338.8601,1263.8783
54,358.8685,1270.0000
55,365.1178,1272.2646
56,375.0526,1275.8645
57,391.7005,1280.0000
58,404.7704,1283.4658
59,411.1241,1286.2943
60,419.4484,1290.0000
61,426.5064,1292.9967
62,433.3668,1295.9096
63,436.9768,1297.0738
64,442.8676,1298.7503
65,447.2587,1300.0000
66,454.9700,1303.2548
67,467.6161,1308.5925
68,471.3187,1310.0000
69,476.7924,1312.6461
70,480.0633,1314.2273
71,490.9935,1319.5842
72,491.8419,1320.0000
73,512.5736,1329.6866
74,512.7206,1329.7553
75,513.2594,1330.0000
76,515.2019,1330.9563
77,532.4944,1340.0000
78,539.9286,1343.6862
79,542.1653,1344.7864
80,552.7649,1350.0000
81,561.7795,1353.0794
82,566.9746,1354.8111
83,582.5413,1360.0000
84,586.0607,1360.4614
85,587.2906,1360.5808
86,623.8143,1364.1266
87,626.8386,1364.2519
88,636.8798,1364.6678
89,661.3075,1365.2145
90,667.4132,1364.8406
91,697.4574,1363.0012
92,712.6543,1362.7046
93,721.8542,1361.9689
94,746.4754,1360.0000
95,764.2766,1358.8107
96,774.7695,1357.6921
97,813.6202,1357.5929
98,821.2377,1358.7049
99,831.8266,1360.0000
100,848.9644,1363.0510
101,856.7029,1363.5734
102,858.1169,1363.8872
103,872.1719,1367.0065
104,872.5197,1367.0837
105,874.2834,1367.4751
106,879.3510,1367.8911
107,905.0413,1370.0000
