151,1274.0317,1390.0000
152,1278.4437,1390.2492
153,1291.9900,1391.0141
154,1297.5631,1391.3288
155,1303.8216,1391.9797
156,1307.4663,1392.1588
157,1338.3973,1393.6789
158,1359.5910,1395.1764
159,1364.2905,1395.4055
160,1377.7267,1396.0607
161,1386.9900,1397.0664
162,1388.2688,1397.2052
163,1410.3520,1399.6027
164,1413.3637,1400.0000
165,1434.9511,1403.2310
166,1444.0343,1404.7400
167,1475.6982,1410.0000
168,1481.9900,1410.7179
169,1505.7196,1413.4255
170,1517.0171,1414.8043
171,1526.7541,1415.5645
172,1557.6465,1417.9765
173,1566.8575,1419.0405
174,1567.9366,1419.1652
175,1575.8636,1419.9403
176,1576.7058,1419.9346
177,1576.9900,1419.9338
178,1577.5579,1419.9320
179,1595.4357,1419.7837
180,1596.3402,1419.7793
181,1599.7811,1419.7623
182,1630.2244,1419.5846
183,1659.6226,1419.7515
184,1665.0687,1419.7657
185,1671.9900,1419.7836
186,1683.6132,1419.8138
187,1686.9610,1419.8216
188,1698.5256,1419.8485
189,1699.6204,1419.8518
190,1703.5390,1419.8639
191,1716.8762,1419.8939
192,1724.8701,1419.9119
193,1730.1589,1419.9356
194,1745.1608,1419.9361
195,1747.8147,1419.9433
196,1753.3738,1419.9652
197,1761.6931,1419.9526
198,1761.8407,1419.9334
199,1763.3883,1419.7325
200,1763.6549,1419.7045
201,1766.5169,1419.4039
202,1766.9900,1419.3541
203,1767.3210,1419.3194
204,1775.4469,1418.4657
205,1791.7061,1417.4975
206,1793.9014,1417.3668
207,1796.6717,1417.2018
208,1827.6729,1416.8522
209,1831.9657,1416.8038
210,1837.2638,1416.7440
211,1861.9900,1416.9812
212,1867.8618,1417.0375
213,1872.2033,1417.0792
214,1877.4483,1417.1295
215,1882.4149,1417.1483
216,1888.4151,1417.1710
217,1901.4633,1417.2832
218,1903.1721,1417.2979
219,1905.4347,1417.3174
220,1908.0967,1417.4087
221,1911.6213,1417.5297
222,1919.2948,1417.1422
223,1929.4549,1416.6291
224,1952.8387,1414.8403
225,1956.9900,1414.5228
226,1983.8006,1412.4719
227,1988.8475,1411.7761
228,2001.7292,1410.0000
229,2002.0790,1410.0000
230,2046.0676,1410.0000
231,2051.9900,1410.0000
232,2063.3708,1410.0000
233,2093.6824,1414.8818
234,2097.8708,1415.1621
235,2115.1002,1416.3152
236,2118.3995,1416.3575
237,2129.7355,1416.5026
238,2138.0306,1417.3581
239,2143.2088,1417.8921
240,2146.9900,1417.7164
241,2158.5925,1417.1771
242,2190.4276,1419.2138
243,2236.7064,1417.6849
244,2241.9900,1417.6611
245,2253.2383,1417.6105
246,2262.3203,1417.0551
247,2294.3530,1413.1960
248,2309.2329,1411.9797
249,2333.4524,1410.0000
250,2333.5774,1409.9963
251,2333.5888,1409.9959
252,2333.6236,1409.9967
253,2333.9193,1409.9949
254,2336.9900,1409.9904
255,2345.6599,1409.9779
256,2346.5479,1410.0000
257,2356.8865,1410.7230
258,2364.1114,1412.3299
259,2398.5991,1420.0000
260,2406.2858,1422.4557
261,2414.7846,1425.1024
262,2430.5111,1430.0000
263,2431.9900,1430.3991
264,2452.1785,1435.8472
265,2453.7312,1436.1232
266,2470.5229,1439.1073
267,2477.0200,1440.0000
268,2493.7910,1440.0000
269,2514.5212,1440.0000
270,2519.4576,1440.0000
271,2521.1304,1440.0000
272,2526.0332,1440.0000
273,2526.9900,1440.0000
274,2527.8177,1440.0000
275,2528.2958,1440.0000
276,2529.6757,1440.0000
277,2554.9490,1434.4089
278,2561.4427,1432.3556
279,2568.4316,1430.0000
280,2570.8570,1428.9913
281,2590.5788,1420.7886
282,2591.8363,1420.0000
283,2593.9203,1419.0404
284,2594.3372,1418.7957
285,2609.3236,1410.0000
286,2610.2784,1409.4617
287,2615.0539,1406.7688
288,2621.9900,1402.7392
289,2624.5659,1401.2427
290,2626.7049,1400.0000
291,2630.9626,1397.1624
292,2642.4600,1390.0000
293,2646.1095,1387.6464
294,2656.6661,1380.8383
295,2657.5701,1380.2343
296,2657.9208,1380.0000
297,2658.9217,1379.2249
298,2670.7942,1370.0000
299,2673.9251,1367.7412
300,2678.3093,1364.5781
301,2685.2766,1360.0000
302,2691.7721,1356.3185
303,2698.7790,1352.3472
304,2704.1485,1350.0000
305,2716.9900,1344.8796
306,2717.2268,1344.7851
307,2717.2852,1344.7579
308,2727.4878,1340.0000
309,2727.5022,1339.9964
310,2729.2896,1339.5513
311,2729.3450,1339.5375
312,2736.1004,1337.8550
313,2736.1265,1337.8547
314,2739.2962,1337.8187
315,2739.5690,1337.8264
316,2760.7226,1338.4203
317,2761.0648,1338.4299
318,2772.7980,1339.4950
319,2785.3194,1340.0000
320,2788.7496,1341.3237
321,2797.0564,1344.5293
322,2806.9900,1349.4347
323,2808.1058,1349.9857
324,2808.1349,1350.0000
325,2813.0789,1352.3453
326,2827.3383,1360.0000
327,2833.8626,1363.0782
328,2844.8821,1368.2771
329,2846.9281,1369.5118
330,2847.7371,1370.0000
331,2859.4160,1375.0533
332,2869.5188,1380.0000
333,2876.4279,1381.6053
334,2896.9900,1386.3826
335,2912.3826,1389.9589
336,2912.5208,1390.0000
337,2912.6966,1390.0228
338,2912.8056,1390.0354
339,2913.0907,1390.0813
340,2913.2857,1390.1163
341,2968.3703,1400.0000
342,2970.9900,1400.5320
343,2975.1452,1401.3758
344,3010.1597,1408.4861
345,3016.2391,1409.8633
346,3016.8428,1410.0000
347,3018.1404,1410.3223
348,3020.5514,1410.7795
349,3044.9900,1414.9954
350,3045.7923,1415.1338
351,3050.8049,1415.6427
352,3068.8673,1417.4765
353,3076.0692,1417.9413
354,3092.3654,1417.4809
355,3099.6878,1417.3022
356,3120.3500,1416.7983
357,3150.3373,1416.0668
358,3157.2067,1416.2778
359,3163.1373,1416.7845
360,3185.2369,1418.6724
361,3191.4358,1419.6553
362,3193.6103,1420.0000
363,3200.3500,1420.8203
364,3219.2271,1423.1179
365,3253.8319,1430.0000
366,3275.8463,1430.6501
367,3276.3500,1430.6558
368,3282.6886,1430.7283
369,3297.9400,1430.9028
370,3303.1019,1430.7603
371,3304.1307,1430.7213
372,3321.8674,1430.0501
373,3322.1962,1430.0377
374,3323.1907,1430.0000
375,3327.8810,1429.3735
376,3342.0685,1427.4783
377,3346.1787,1426.5565
378,3352.7800,1425.0761
379,3358.6112,1423.7684
380,3381.9429,1420.0000
381,3382.8280,1419.8559
382,3403.1940,1416.5387
383,3403.8986,1416.4517
384,3415.1066,1415.0674
385,3415.2813,1415.0458
386,3418.8668,1414.6030
387,3426.2800,1413.9086
388,3426.4334,1413.8942
