1,0.0000,1356.4416
2,0.0000,1356.4416
3,8.6489,1357.9059
4,11.6826,1358.2504
5,12.8386,1358.3817
6,16.9872,1358.1077
7,19.0290,1358.0717
8,28.9321,1357.8971
9,36.5960,1356.4250
10,40.0000,1355.7711
11,40.4534,1355.6840
12,63.0346,1350.0000
13,80.0984,1343.3077
14,87.8075,1340.0000
15,92.9356,1337.5166
16,106.6510,1330.0000
17,115.5001,1325.9055
18,118.1865,1324.2557
19,125.1164,1320.0000
20,127.3200,1318.6727
21,127.8314,1318.3646
22,139.4499,1311.3663
23,141.7514,1310.0000
24,143.5848,1308.9695
25,145.7029,1307.6448
26,157.9269,1300.0000
27,159.7824,1298.7993
28,165.0920,1295.3633
29,172.8788,1290.0491
30,172.9507,1290.0000
31,186.7912,1281.7407
32,186.9397,1281.6521
33,189.8770,1280.0000
34,193.9376,1277.6253
35,205.4800,1271.7288
36,208.8641,1270.0000
37,222.4238,1264.0481
38,224.3385,1263.3002
39,232.7870,1260.0000
40,234.9371,1259.6338
41,235.4819,1259.5409
42,244.6367,1257.9814
43,244.6400,1257.9811
44,255.5253,1257.1160
45,255.7717,1257.0964
46,256.6328,1257.0280
47,258.5589,1257.0174
48,265.2894,1256.9805
49,286.3766,1256.5681
50,286.5928,1256.5638
51,287.0609,1256.5547
52,290.2900,1256.6927
53,293.4226,1256.8267
54,293.4714,1256.8287
55,293.6123,1256.8348
56,300.7922,1257.6492
57,321.5161,1260.0000
58,332.9907,1262.0825
59,338.8601,1263.8783
60,355.8200,1269.0673
61,358.8685,1270.0000
62,365.1178,1272.2646
63,375.0526,1275.8645
64,391.7005,1280.0000
65,404.7704,1283.4658
66,411.1241,1286.2943
67,419.4484,1290.0000
68,426.5064,1292.9967
69,433.3668,1295.9096
70,436.9768,1297.0738
71,436.9900,1297.0775
72,442.8676,1298.7503
73,447.2587,1300.0000
74,454.9700,1303.2548
75,467.6161,1308.5925
76,471.3187,1310.0000
77,476.7924,1312.6461
78,480.0633,1314.2273
79,490.9935,1319.5842
80,491.8419,1320.0000
81,512.5736,1329.6866
82,512.7206,1329.7553
83,513.2594,1330.0000
84,515.2019,1330.9563
85,531.9900,1339.7362
86,532.4944,1340.0000
87,539.9286,1343.6862
88,542.1653,1344.7864
89,552.7649,1350.0000
90,561.7795,1353.0794
91,566.9746,1354.8111
92,582.5413,1360.0000
93,586.0607,1360.4614
94,587.2906,1360.5808
95,623.8143,1364.1266
96,626.8386,1364.2519
97,626.9900,1364.2582
98,636.8798,1364.6678
99,661.3075,1365.2145
100,667.4132,1364.8406
101,697.4574,1363.0012
102,712.6543,1362.7046
103,721.8542,1361.9689
104,721.9900,1361.9581
105,746.4754,1360.0000
106,764.2766,1358.8107
107,774.7695,1357.6921
108,813.6202,1357.5929
109,816.9900,1358.0848
110,821.2377,1358.7049
111,831.8266,1360.0000
112,848.9644,1363.0510
113,856.7029,1363.5734
114,858.1169,1363.8872
115,872.1719,1367.0065
116,872.5197,1367.0837
117,874.2834,1367.4751
118,879.3510,1367.8911
119,905.0413,1370.0000
120,911.9900,1370.8120
121,937.3403,1373.7741
122,959.8228,1375.8388
123,960.1196,1375.8350
124,981.6139,1375.5619
125,985.8937,1375.6195
126,1006.9900,1375.9035
127,1008.3268,1375.9215
128,1014.9286,1377.1277
129,1043.7290,1379.1757
130,1049.7631,1380.0000
131,1055.5566,1380.8263
132,1060.6534,1381.5859
133,1060.8111,1381.6156
134,1083.5661,1385.8983
135,1084.2274,1386.0014
136,1101.9900,1388.7709
137,1109.8734,1390.0000
138,1116.9019,1390.7764
139,1130.0083,1391.1331
140,1165.0500,1392.0869
141,1175.5080,1391.7162
142,1196.9900,1390.9549
143,1215.7346,1390.2905
144,1219.4317,1390.0000
145,1223.4028,1390.0000
146,1224.4695,1390.0000
147,1247.3763,1390.0000
148,1248.3351,1390.0000
149,1252.4080,1390.0000
150,1256.8774,1390.0000
